file_id,emotion,raw_text,normalized_text,speaker_id,gender,age
WR0_sadness_14.wav,sad,Ten miesiąc minął bardzo szybko.,ten miesiąc minął bardzo szybko,        WR0,male,23
KS0_neutral_36.wav,neutral,Ten pomysł trąci brakiem realizmu.,ten pomysł trąci brakiem realizmu,        KS0,male,23
TP0_neutral_1.wav,neutral,Lubię czytać przed snem.,lubię czytać przed snem,        TP0,male,26
WR0_sadness_9.wav,sad,Piłka nożna to moja pasja.,piłka nożna to moja pasja,        WR0,male,23
EB0_happiness_76.wav,happy,Woda jest podstawowym składnikiem życia na Ziemi.,woda jest podstawowym składnikiem życia na ziemi,        EB0,female,27
WR0_sadness_28.wav,sad,Podczas medytacji można wejść w trans.,podczas medytacji można wejść w trans,        WR0,male,23
EB0_happiness_62.wav,happy,Twoje słowo ma dla mnie wielkie znaczenie.,twoje słowo ma dla mnie wielkie znaczenie,        EB0,female,27
KD0_sadness_65.wav,sad,Podczas remontu odkryliśmy starodawny mur.,podczas remontu odkryliśmy starodawny mur,        KD0,female,28
SM0_neutral_45.wav,neutral,Postanowiłem wynająć samochód na wakacje.,postanowiłem wynająć samochód na wakacje,        SM0,male,24
EB0_happiness_89.wav,happy,Dopełniacz jest jednym z przypadków gramatycznych w języku polskim.,dopełniacz jest jednym z przypadków gramatycznych w języku polskim,        EB0,female,27
EB0_anger_80.wav,angry,Do dzisiejszego obiadu potrzebuje małego garnczka.,do dzisiejszego obiadu potrzebuje małego garnczka,        EB0,female,27
IC0_anger_11.wav,angry,Nie zachowuj się jak żigolak.,nie zachowuj się jak żigolak,        IC0,female,28
SM0_neutral_51.wav,neutral,Strzelec to znak zodiaku następujący po Skorpionie.,strzelec to znak zodiaku następujący po skorpionie,        SM0,male,24
KD0_sadness_71.wav,sad,Baza wojskowa jest strategicznym punktem dla armii.,baza wojskowa jest strategicznym punktem dla armii,        KD0,female,28
SM0_neutral_79.wav,neutral,Mleko jest źródłem wapnia i innych składników odżywczych.,mleko jest źródłem wapnia i innych składników odżywczych,        SM0,male,24
KD0_anger_67.wav,angry,Miłość jest jednym z najpiękniejszych uczuć.,miłość jest jednym z najpiękniejszych uczuć,        KD0,female,28
KD0_sadness_59.wav,sad,Kupiłem nowy słownik języka hiszpańskiego.,kupiłem nowy słownik języka hiszpańskiego,        KD0,female,28
IC0_anger_39.wav,angry,Sziwa oznacza żałobę po zmarłym.,sziwa oznacza żałobę po zmarłym,        IC0,female,28
KS0_anger_1.wav,angry,Lubię czytać przed snem.,lubię czytać przed snem,        KS0,male,23
MP0_anger_44.wav,angry,"Tęsknota to uczucie, które każdy z nas zna.",tęsknota to uczucie które każdy z nas zna,        MP0,male,24
KD0_anger_73.wav,angry,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.,zawsze stawiam przed rzeczownikami właściwy rodzajnik,        KD0,female,28
KS0_sadness_44.wav,sad,"Tęsknota to uczucie, które każdy z nas zna.",tęsknota to uczucie które każdy z nas zna,        KS0,male,23
WR0_neutral_66.wav,neutral,Rtęć jest jednym z pierwiastków chemicznych.,rtęć jest jednym z pierwiastków chemicznych,        WR0,male,23
KS0_sadness_50.wav,sad,W muzeum można zobaczyć szkielet dinozaura.,w muzeum można zobaczyć szkielet dinozaura,        KS0,male,23
WR0_neutral_72.wav,neutral,Bastion był kiedyś ważnym elementem obrony miasta.,bastion był kiedyś ważnym elementem obrony miasta,        WR0,male,23
KS0_sadness_78.wav,sad,Moim ulubionym sosem do pizzy jest sos czosnkowy.,moim ulubionym sosem do pizzy jest sos czosnkowy,        KS0,male,23
SM0_anger_82.wav,angry,Czerwiec kojarzy się z zakończeniem roku szkolnego.,czerwiec kojarzy się z zakończeniem roku szkolnego,        SM0,male,24
WR0_happiness_4.wav,happy,Dzieci muszą dużo jeść.,dzieci muszą dużo jeść,        WR0,male,23
SM0_sadness_23.wav,sad,Woda w basenie jest bardzo ciepła.,woda w basenie jest bardzo ciepła,        SM0,male,24
MK0_happiness_24.wav,happy,"Miasto tętni życiem, nawet w nocy.",miasto tętni życiem nawet w nocy,        MK0,female,23
KS0_sadness_87.wav,sad,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,        KS0,male,23
IC0_neutral_9.wav,neutral,Piłka nożna to moja pasja.,piłka nożna to moja pasja,        IC0,female,28
SM0_happiness_12.wav,happy,Mój teść zawsze służy radą.,mój teść zawsze służy radą,        SM0,male,24
KD0_sadness_1.wav,sad,Lubię czytać przed snem.,lubię czytać przed snem,        KD0,female,28
SM0_anger_69.wav,angry,Przez most na rzece można szybko dotrzeć do miasta.,przez most na rzece można szybko dotrzeć do miasta,        SM0,male,24
KD0_neutral_17.wav,neutral,Chcę przeczytać ten artykuł jeszcze raz.,chcę przeczytać ten artykuł jeszcze raz,        KD0,female,28
MK0_happiness_30.wav,happy,Każdy taniec ma swój własny rytm.,każdy taniec ma swój własny rytm,        MK0,female,23
SM0_sadness_37.wav,sad,Relaksujące piosnki poprawiają nastrój.,relaksujące piosnki poprawiają nastrój,        SM0,male,24
TP0_happiness_36.wav,happy,Ten pomysł trąci brakiem realizmu.,ten pomysł trąci brakiem realizmu,        TP0,male,26
MK0_happiness_18.wav,happy,Kwiecień to czwarty miesiąc w roku.,kwiecień to czwarty miesiąc w roku,        MK0,female,23
MK0_anger_20.wav,angry,Zima to czas jeżdżenia na sankach.,zima to czas jeżdżenia na sankach,        MK0,female,23
SM0_anger_41.wav,angry,W parku rośnie ogromne drzewo.,w parku rośnie ogromne drzewo,        SM0,male,24
SM0_anger_55.wav,angry,Chodzę do szkoły prawie codziennie.,chodzę do szkoły prawie codziennie,        SM0,male,24
MK0_anger_34.wav,angry,Pan Janek jest naszym nowym sąsiadem.,pan janek jest naszym nowym sąsiadem,        MK0,female,23
TP0_happiness_22.wav,happy,Piesek wszedł do rzeki żeby popływać.,piesek wszedł do rzeki żeby popływać,        TP0,male,26
TP0_anger_38.wav,angry,„Ród smoka” to serial telewizyjny.,„ród smoka” to serial telewizyjny,        TP0,male,26
WR0_anger_86.wav,angry,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,        WR0,male,23
EB0_sadness_61.wav,sad,Zupa pomidorowa to moje ulubione danie.,zupa pomidorowa to moje ulubione danie,        EB0,female,27
KD0_happiness_28.wav,happy,Podczas medytacji można wejść w trans.,podczas medytacji można wejść w trans,        KD0,female,28
EB0_sadness_75.wav,sad,Moja teściowa czasem przyjeżdża do nas w weekend.,moja teściowa czasem przyjeżdża do nas w weekend,        EB0,female,27
IC0_neutral_84.wav,neutral,Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie.,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,        IC0,female,28
MP0_neutral_37.wav,neutral,Relaksujące piosnki poprawiają nastrój.,relaksujące piosnki poprawiają nastrój,        MP0,male,24
MK0_neutral_86.wav,neutral,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,        MK0,female,23
IC0_happiness_56.wav,happy,Moje dziecko umie już mówić kilka słów.,moje dziecko umie już mówić kilka słów,        IC0,female,28
KS0_anger_85.wav,angry,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe.",w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,        KS0,male,23
EB0_sadness_49.wav,sad,"Niektórzy powiedzą, że to państwo z kartonu.",niektórzy powiedzą że to państwo z kartonu,        EB0,female,27
IC0_happiness_42.wav,happy,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie.",przyjaciel to ktoś kto zawsze jest po mojej stronie,        IC0,female,28
KD0_happiness_14.wav,happy,Ten miesiąc minął bardzo szybko.,ten miesiąc minął bardzo szybko,        KD0,female,28
KS0_happiness_4.wav,happy,Dzieci muszą dużo jeść.,dzieci muszą dużo jeść,        KS0,male,23
TP0_anger_10.wav,angry,Kupiłem nową szafę do sypialni.,kupiłem nową szafę do sypialni,        TP0,male,26
IC0_neutral_90.wav,neutral,Chorał gregoriański jest wykonywany podczas uroczystych nabożeństw.,chorał gregoriański jest wykonywany podczas uroczystych nabożeństw,        IC0,female,28
MP0_neutral_23.wav,neutral,Woda w basenie jest bardzo ciepła.,woda w basenie jest bardzo ciepła,        MP0,male,24
TP0_sadness_2.wav,sad,Nie waśńmy się ze sobą.,nie waśńmy się ze sobą,        TP0,male,26
MK0_neutral_79.wav,neutral,Mleko jest źródłem wapnia i innych składników odżywczych.,mleko jest źródłem wapnia i innych składników odżywczych,        MK0,female,23
SM0_happiness_2.wav,happy,Nie waśńmy się ze sobą.,nie waśńmy się ze sobą,        SM0,male,24
WR0_anger_45.wav,angry,Postanowiłem wynająć samochód na wakacje.,postanowiłem wynająć samochód na wakacje,        WR0,male,23
WR0_anger_51.wav,angry,Strzelec to znak zodiaku następujący po Skorpionie.,strzelec to znak zodiaku następujący po skorpionie,        WR0,male,23
MK0_neutral_45.wav,neutral,Postanowiłem wynająć samochód na wakacje.,postanowiłem wynająć samochód na wakacje,        MK0,female,23
IC0_neutral_47.wav,neutral,Król był bardzo sprawiedliwym człowiekiem.,król był bardzo sprawiedliwym człowiekiem,        IC0,female,28
TP0_sadness_16.wav,sad,"Racja, ten pomysł jest najlepszy.",racja ten pomysł jest najlepszy,        TP0,male,26
WR0_anger_79.wav,angry,Mleko jest źródłem wapnia i innych składników odżywczych.,mleko jest źródłem wapnia i innych składników odżywczych,        WR0,male,23
KS0_anger_46.wav,angry,„Żołwica” to dawne określenie na siostrę męża.,żołwica to dawne określenie na siostrę męża,        KS0,male,23
IC0_happiness_81.wav,happy,W lipcu wyjeżdżam z rodziną na wakacje nad morze.,w lipcu wyjeżdżam z rodziną na wakacje nad morze,        IC0,female,28
KS0_anger_52.wav,angry,Na złamaną kończynę często zakłada się gips.,na złamaną kończynę często zakłada się gips,        KS0,male,23
IC0_neutral_53.wav,neutral,"Kitel to strój, który noszą lekarze.",kitel to strój który noszą lekarze,        IC0,female,28
TP0_happiness_9.wav,happy,Piłka nożna to moja pasja.,piłka nożna to moja pasja,        TP0,male,26
MK0_neutral_51.wav,neutral,Strzelec to znak zodiaku następujący po Skorpionie.,strzelec to znak zodiaku następujący po skorpionie,        MK0,female,23
KS0_anger_53.wav,angry,"Kitel to strój, który noszą lekarze.",kitel to strój który noszą lekarze,        KS0,male,23
IC0_happiness_80.wav,happy,Do dzisiejszego obiadu potrzebuje małego garnczka.,do dzisiejszego obiadu potrzebuje małego garnczka,        IC0,female,28
MK0_neutral_50.wav,neutral,W muzeum można zobaczyć szkielet dinozaura.,w muzeum można zobaczyć szkielet dinozaura,        MK0,female,23
TP0_happiness_8.wav,happy,Moja ciocia jest bardzo pomocna.,moja ciocia jest bardzo pomocna,        TP0,male,26
IC0_neutral_52.wav,neutral,Na złamaną kończynę często zakłada się gips.,na złamaną kończynę często zakłada się gips,        IC0,female,28
TP0_sadness_17.wav,sad,Chcę przeczytać ten artykuł jeszcze raz.,chcę przeczytać ten artykuł jeszcze raz,        TP0,male,26
IC0_neutral_46.wav,neutral,„Żołwica” to dawne określenie na siostrę męża.,żołwica to dawne określenie na siostrę męża,        IC0,female,28
MK0_neutral_44.wav,neutral,"Tęsknota to uczucie, które każdy z nas zna.",tęsknota to uczucie które każdy z nas zna,        MK0,female,23
KS0_anger_47.wav,angry,Król był bardzo sprawiedliwym człowiekiem.,król był bardzo sprawiedliwym człowiekiem,        KS0,male,23
WR0_anger_78.wav,angry,Moim ulubionym sosem do pizzy jest sos czosnkowy.,moim ulubionym sosem do pizzy jest sos czosnkowy,        WR0,male,23
WR0_anger_50.wav,angry,W muzeum można zobaczyć szkielet dinozaura.,w muzeum można zobaczyć szkielet dinozaura,        WR0,male,23
MK0_neutral_78.wav,neutral,Moim ulubionym sosem do pizzy jest sos czosnkowy.,moim ulubionym sosem do pizzy jest sos czosnkowy,        MK0,female,23
TP0_sadness_3.wav,sad,Chodźmy w tango.,chodźmy w tango,        TP0,male,26
WR0_anger_44.wav,angry,"Tęsknota to uczucie, które każdy z nas zna.",tęsknota to uczucie które każdy z nas zna,        WR0,male,23
SM0_happiness_3.wav,happy,Chodźmy w tango.,chodźmy w tango,        SM0,male,24
KD0_happiness_15.wav,happy,Sporadycznie chodzę na siłownię.,sporadycznie chodzę na siłownię,        KD0,female,28
KS0_anger_90.wav,angry,Chorał gregoriański jest wykonywany podczas uroczystych nabożeństw.,chorał gregoriański jest wykonywany podczas uroczystych nabożeństw,        KS0,male,23
IC0_happiness_43.wav,happy,Niania odegrała w moim życiu ważną rolę.,niania odegrała w moim życiu ważną rolę,        IC0,female,28
EB0_sadness_48.wav,sad,Moja dziewczyna świętuje urodziny w sobotę.,moja dziewczyna świętuje urodziny w sobotę,        EB0,female,27
MP0_neutral_22.wav,neutral,Piesek wszedł do rzeki żeby popływać.,piesek wszedł do rzeki żeby popływać,        MP0,male,24
TP0_anger_11.wav,angry,Nie zachowuj się jak żigolak.,nie zachowuj się jak żigolak,        TP0,male,26
KS0_happiness_5.wav,happy,Przestań go judzić.,przestań go judzić,        KS0,male,23
MP0_anger_2.wav,angry,Nie waśńmy się ze sobą.,nie waśńmy się ze sobą,        MP0,male,24
MK0_neutral_87.wav,neutral,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,        MK0,female,23
MP0_neutral_36.wav,neutral,Ten pomysł trąci brakiem realizmu.,ten pomysł trąci brakiem realizmu,        MP0,male,24
IC0_neutral_85.wav,neutral,"W bankach można założyć konto osobiste, oszczędnościowe lub kredytowe.",w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,        IC0,female,28
KS0_anger_84.wav,angry,Kontrświadczenie za udzieloną pożyczkę było bardzo wysokie.,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,        KS0,male,23
IC0_happiness_57.wav,happy,Jedz inaczej aby polepszyć swoje zdrowie.,jedz inaczej aby polepszyć swoje zdrowie,        IC0,female,28
EB0_sadness_74.wav,sad,"Ta liczba wydaje się być błędna, sprawdź jeszcze raz.",ta liczba wydaje się być błędna sprawdź jeszcze raz,        EB0,female,27
KD0_happiness_29.wav,happy,W październiku zaczyna się jesień.,w październiku zaczyna się jesień,        KD0,female,28
TP0_anger_39.wav,angry,Sziwa oznacza żałobę po zmarłym.,sziwa oznacza żałobę po zmarłym,        TP0,male,26
EB0_sadness_60.wav,sad,Podczas wakacji udało mi się zobaczyć delfiny.,podczas wakacji udało mi się zobaczyć delfiny,        EB0,female,27
WR0_anger_87.wav,angry,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,        WR0,male,23
SM0_anger_54.wav,angry,W grudniu często pada śnieg.,w grudniu często pada śnieg,        SM0,male,24
TP0_happiness_23.wav,happy,Woda w basenie jest bardzo ciepła.,woda w basenie jest bardzo ciepła,        TP0,male,26
MK0_anger_35.wav,angry,"Aby upiec ciasto, muszę kupić mączkę.",aby upiec ciasto muszę kupić mączkę,        MK0,female,23
MK0_anger_21.wav,angry,Egipcjanie uważali ibisy za święte.,egipcjanie uważali ibisy za święte,        MK0,female,23
MK0_happiness_19.wav,happy,W wolnym czasie lubię czytać książki.,w wolnym czasie lubię czytać książki,        MK0,female,23
TP0_happiness_37.wav,happy,Relaksujące piosnki poprawiają nastrój.,relaksujące piosnki poprawiają nastrój,        TP0,male,26
SM0_anger_40.wav,angry,W dzieciństwie uwielbiałem klechdy.,w dzieciństwie uwielbiałem klechdy,        SM0,male,24
SM0_anger_68.wav,angry,Zamek w Malborku jest jednym z najpiękniejszych w Polsce.,zamek w malborku jest jednym z najpiękniejszych w polsce,        SM0,male,24
SM0_sadness_36.wav,sad,Ten pomysł trąci brakiem realizmu.,ten pomysł trąci brakiem realizmu,        SM0,male,24
KD0_neutral_16.wav,neutral,"Racja, ten pomysł jest najlepszy.",racja ten pomysł jest najlepszy,        KD0,female,28
MK0_happiness_31.wav,happy,Dokarmcie koty wychodząc z domu.,dokarmcie koty wychodząc z domu,        MK0,female,23
MK0_happiness_25.wav,happy,Gorzka czekolada jest idealna na deser.,gorzka czekolada jest idealna na deser,        MK0,female,23
SM0_sadness_22.wav,sad,Piesek wszedł do rzeki żeby popływać.,piesek wszedł do rzeki żeby popływać,        SM0,male,24
SM0_happiness_13.wav,happy,Interesuje mnie historia Polski.,interesuje mnie historia polski,        SM0,male,24
IC0_neutral_8.wav,neutral,Moja ciocia jest bardzo pomocna.,moja ciocia jest bardzo pomocna,        IC0,female,28
KS0_sadness_86.wav,sad,Myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu.,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,        KS0,male,23
WR0_happiness_5.wav,happy,Przestań go judzić.,przestań go judzić,        WR0,male,23
SM0_anger_83.wav,angry,Ten źrebak jest wychowany zgodnie z najlepszymi standardami.,ten źrebak jest wychowany zgodnie z najlepszymi standardami,        SM0,male,24
KS0_sadness_79.wav,sad,Mleko jest źródłem wapnia i innych składników odżywczych.,mleko jest źródłem wapnia i innych składników odżywczych,        KS0,male,23
WR0_neutral_73.wav,neutral,Zawsze stawiam przed rzeczownikami właściwy rodzajnik.,zawsze stawiam przed rzeczownikami właściwy rodzajnik,        WR0,male,23
KS0_sadness_51.wav,sad,Strzelec to znak zodiaku następujący po Skorpionie.,strzelec to znak zodiaku następujący po skorpionie,        KS0,male,23
WR0_neutral_67.wav,neutral,Miłość jest jednym z najpiękniejszych uczuć.,miłość jest jednym z najpiękniejszych uczuć,        WR0,male,23
KS0_sadness_45.wav,sad,Postanowiłem wynająć samochód na wakacje.,postanowiłem wynająć samochód na wakacje,        KS0,male,23
KD0_anger_72.wav,angry,Bastion był kiedyś ważnym elementem obrony miasta.,bastion był kiedyś ważnym elementem obrony miasta,        KD0,female,28
KD0_sadness_58.wav,sad,Otrzymałem piękną pocztówkę z widokiem na góry.,otrzymałem piękną pocztówkę z widokiem na góry,        KD0,female,28
KD0_anger_66.wav,angry,Rtęć jest jednym z pierwiastków chemicznych.,rtęć jest jednym z pierwiastków chemicznych,        KD0,female,28
SM0_neutral_78.wav,neutral,Moim ulubionym sosem do pizzy jest sos czosnkowy.,moim ulubionym sosem do pizzy jest sos czosnkowy,        SM0,male,24
IC0_anger_38.wav,angry,„Ród smoka” to serial telewizyjny.,„ród smoka” to serial telewizyjny,        IC0,female,28
IC0_anger_10.wav,angry,Kupiłem nową szafę do sypialni.,kupiłem nową szafę do sypialni,        IC0,female,28
EB0_anger_81.wav,angry,W lipcu wyjeżdżam z rodziną na wakacje nad morze.,w lipcu wyjeżdżam z rodziną na wakacje nad morze,        EB0,female,27
KD0_sadness_70.wav,sad,Człowiek zaczyna umierać już w momencie narodzin.,człowiek zaczyna umierać już w momencie narodzin,        KD0,female,28
SM0_neutral_50.wav,neutral,W muzeum można zobaczyć szkielet dinozaura.,w muzeum można zobaczyć szkielet dinozaura,        SM0,male,24
SM0_neutral_44.wav,neutral,"Tęsknota to uczucie, które każdy z nas zna.",tęsknota to uczucie które każdy z nas zna,        SM0,male,24
KD0_sadness_64.wav,sad,Ucho wykrywa dźwięki o różnej częstotliwości.,ucho wykrywa dźwięki o różnej częstotliwości,        KD0,female,28
EB0_happiness_88.wav,happy,Jabłko jest bogatym źródłem witamin i składników odżywczych.,jabłko jest bogatym źródłem witamin i składników odżywczych,        EB0,female,27
WR0_sadness_29.wav,sad,W październiku zaczyna się jesień.,w październiku zaczyna się jesień,        WR0,male,23
EB0_happiness_63.wav,happy,Moja wizja na przyszłość jest jasna i wyraźna.,moja wizja na przyszłość jest jasna i wyraźna,        EB0,female,27
WR0_sadness_8.wav,sad,Moja ciocia jest bardzo pomocna.,moja ciocia jest bardzo pomocna,        WR0,male,23
EB0_happiness_77.wav,happy,Marzec kojarzy się z wiosennymi promieniami słońca.,marzec kojarzy się z wiosennymi promieniami słońca,        EB0,female,27
KS0_neutral_37.wav,neutral,Relaksujące piosnki poprawiają nastrój.,relaksujące piosnki poprawiają nastrój,        KS0,male,23
WR0_sadness_15.wav,sad,Sporadycznie chodzę na siłownię.,sporadycznie chodzę na siłownię,        WR0,male,23
EB0_anger_42.wav,angry,"Przyjaciel to ktoś, kto zawsze jest po mojej stronie.",przyjaciel to ktoś kto zawsze jest po mojej stronie,        EB0,female,27
SM0_neutral_87.wav,neutral,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,        SM0,male,24
KS0_neutral_23.wav,neutral,Woda w basenie jest bardzo ciepła.,woda w basenie jest bardzo ciepła,        KS0,male,23
EB0_anger_56.wav,angry,Moje dziecko umie już mówić kilka słów.,moje dziecko umie już mówić kilka słów,        EB0,female,27
KS0_happiness_30.wav,happy,Każdy taniec ma swój własny rytm.,każdy taniec ma swój własny rytm,        KS0,male,23
MP0_sadness_87.wav,sad,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,        MP0,male,24
IC0_sadness_34.wav,sad,Pan Janek jest naszym nowym sąsiadem.,pan janek jest naszym nowym sąsiadem,        IC0,female,28
WR0_happiness_50.wav,happy,W muzeum można zobaczyć szkielet dinozaura.,w muzeum można zobaczyć szkielet dinozaura,        WR0,male,23
TP0_neutral_65.wav,neutral,Podczas remontu odkryliśmy starodawny mur.,podczas remontu odkryliśmy starodawny mur,        TP0,male,26
MK0_sadness_36.wav,sad,Ten pomysł trąci brakiem realizmu.,ten pomysł trąci brakiem realizmu,        MK0,female,23
MK0_sadness_22.wav,sad,Piesek wszedł do rzeki żeby popływać.,piesek wszedł do rzeki żeby popływać,        MK0,female,23
IC0_sadness_20.wav,sad,Zima to czas jeżdżenia na sankach.,zima to czas jeżdżenia na sankach,        IC0,female,28
WR0_happiness_44.wav,happy,"Tęsknota to uczucie, które każdy z nas zna.",tęsknota to uczucie które każdy z nas zna,        WR0,male,23
TP0_neutral_71.wav,neutral,Baza wojskowa jest strategicznym punktem dla armii.,baza wojskowa jest strategicznym punktem dla armii,        TP0,male,26
KS0_happiness_24.wav,happy,"Miasto tętni życiem, nawet w nocy.",miasto tętni życiem nawet w nocy,        KS0,male,23
TP0_neutral_59.wav,neutral,Kupiłem nowy słownik języka hiszpańskiego.,kupiłem nowy słownik języka hiszpańskiego,        TP0,male,26
WR0_happiness_78.wav,happy,Moim ulubionym sosem do pizzy jest sos czosnkowy.,moim ulubionym sosem do pizzy jest sos czosnkowy,        WR0,male,23
MK0_anger_9.wav,angry,Piłka nożna to moja pasja.,piłka nożna to moja pasja,        MK0,female,23
KS0_happiness_18.wav,happy,Kwiecień to czwarty miesiąc w roku.,kwiecień to czwarty miesiąc w roku,        KS0,male,23
WR0_happiness_87.wav,happy,Na targach rzemieślniczych można zobaczyć wiele unikatowych produktów.,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,        WR0,male,23
MP0_sadness_50.wav,sad,W muzeum można zobaczyć szkielet dinozaura.,w muzeum można zobaczyć szkielet dinozaura,        MP0,male,24
KD0_neutral_3.wav,neutral,Chodźmy w tango.,chodźmy w tango,        KD0,female,28
EB0_neutral_12.wav,neutral,Mój teść zawsze służy radą.,mój teść zawsze służy radą,        EB0,female,27
MP0_sadness_78.wav,sad,Moim ulubionym sosem do pizzy jest sos czosnkowy.,moim ulubionym sosem do pizzy jest sos czosnkowy,        MP0,male,24
EB0_neutral_10.wav,neutral,Kupiłem nową szafę do sypialni.,kupiłem nową szafę do sypialni,        EB0,female,27
EB0_anger_8.wav,angry,Moja ciocia jest bardzo pomocna.,moja ciocia jest bardzo pomocna,        EB0,female,27
MP0_sadness_46.wav,sad,„Żołwica” to dawne określenie na siostrę męża.,żołwica to dawne określenie na siostrę męża,        MP0,male,24
EB0_neutral_38.wav,neutral,„Ród smoka” to serial telewizyjny.,„ród smoka” to serial telewizyjny,        EB0,female,27
KD0_neutral_1.wav,neutral,Lubię czytać przed snem.,lubię czytać przed snem,        KD0,female,28
